movement_id,operation_id,timestamp,week_id,movement_type,from_location,to_location,source_stock_id,target_stock_id,sabor,cantidad_latas,peso_bruto_kg,tara_kg,peso_neto_kg,tara_final_kg,residuo_final_kg,notes
MOV-000031,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0031,c,1,6.495,0.38,6.115,,,
MOV-000032,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0032,d,1,1.695,0.38,1.315,,,
MOV-000033,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0033,e,1,8.58,0.38,8.2,,,
MOV-000034,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0034,f,1,4.71,0.38,4.33,,,
MOV-000035,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0035,g,1,2.67,0.38,2.29,,,
MOV-000036,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0036,h,1,6.65,0.38,6.2700000000000005,,,
MOV-000037,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0037,i,1,6.07,0.38,5.69,,,
MOV-000038,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0038,j,1,7.01,0.38,6.63,,,
MOV-000039,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0039,k,1,2.775,0.38,2.395,,,
MOV-000040,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0040,l,1,8.595,0.38,8.215,,,
MOV-000041,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0041,m,1,7.03,0.38,6.65,,,
MOV-000042,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0042,n,1,4.81,0.38,4.43,,,
MOV-000043,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0043,o,1,8.16,0.38,7.78,,,
MOV-000044,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0044,p,1,8.605,0.38,8.225,,,
MOV-000045,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0045,q,1,8.3,0.38,7.920000000000001,,,
MOV-000046,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0046,r,1,5.93,0.38,5.55,,,
MOV-000047,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0047,s,1,2.98,0.38,2.6,,,
MOV-000048,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0048,t,1,5.585,0.38,5.205,,,
MOV-000049,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0049,u,1,6.36,0.38,5.98,,,
MOV-000050,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0050,v,1,7.325,0.38,6.945,,,
MOV-000051,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0051,w,1,1.56,0.38,1.1800000000000002,,,
MOV-000052,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0052,y,1,2.155,0.38,1.775,,,
MOV-000053,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0053,z,1,2.52,0.38,2.14,,,
MOV-000054,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0054,aa,1,3.44,0.38,3.06,,,
MOV-000055,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0055,bb,1,1.93,0.38,1.5499999999999998,,,
MOV-000056,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0056,cc,1,5.32,0.38,4.94,,,
MOV-000057,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0057,dd,1,6.875,0.38,6.495,,,
MOV-000058,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0058,ee,1,2.99,0.38,2.6100000000000003,,,
MOV-000059,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0059,hh,1,7.095,0.38,6.715,,,
MOV-000060,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0060,ii,1,9.38,0.38,9.0,,,
MOV-000061,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0061,jj,1,5.835,0.38,5.455,,,
MOV-000062,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0062,kk,1,2.615,0.38,2.2350000000000003,,,
MOV-000063,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0063,ll,1,2.46,0.38,2.08,,,
MOV-000064,,2026-08-11T22:39:19.672376-03:00,WEEK_e35ff34e86b4,CARGA_MANUAL_SALON,INICIAL,SALON,,SAL-0064,mm,1,12.99,0.38,12.61,,,
MOV-000065,,2026-08-12T01:33:06.547601-03:00,WEEK_9a885b3cb382,LATA_ABIERTA,SALON,SALON,SAL-0001,SAL-0001,CAPUCCINO_GRANIZADO,1,7.735,0.38,7.355,,,
MOV-000066,FINALIZA-000001,2026-08-12T14:46:42.297139-03:00,WEEK_9a885b3cb382,LATA_AGOTADA,SALON,FUERA_STOCK,SAL-0001,,CAPUCCINO_GRANIZADO,1,0.4,0.4,0.0,0.4,0.02,
MOV-000067,INGRESO-CAMARA-000001,2026-08-13T11:46:33.547789-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-BAN-000002,BANANA,1,,,7.8,,,
MOV-000068,INGRESO-CAMARA-000001,2026-08-13T11:46:33.547789-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-BAN-000003,BANANA,1,,,7.8,,,
MOV-000069,INGRESO-CAMARA-000001,2026-08-13T11:46:33.547789-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-BAN-000004,BANANA,1,,,7.8,,,
MOV-000070,INGRESO-CAMARA-000001,2026-08-13T11:46:33.547789-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-BAN-000005,BANANA,1,,,7.8,,,
MOV-000071,INGRESO-CAMARA-000002,2026-08-13T11:46:37.911650-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-BAN-000006,BANANA,1,,,7.8,,,
MOV-000072,INGRESO-CAMARA-000002,2026-08-13T11:46:37.911650-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-BAN-000007,BANANA,1,,,7.8,,,
MOV-000073,INGRESO-CAMARA-000002,2026-08-13T11:46:37.911650-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-BAN-000008,BANANA,1,,,7.8,,,
MOV-000074,INGRESO-CAMARA-000002,2026-08-13T11:46:37.911650-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-BAN-000009,BANANA,1,,,7.8,,,
MOV-000075,INGRESO-CAMARA-000003,2026-08-14T19:50:05.352675-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-SGI-000001,SUPER_GRIDITO,1,,,7.8,,,
MOV-000076,INGRESO-CAMARA-000003,2026-08-14T19:50:05.352675-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-SGI-000002,SUPER_GRIDITO,1,,,7.8,,,
MOV-000077,INGRESO-CAMARA-000003,2026-08-14T19:50:05.352675-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-SGI-000003,SUPER_GRIDITO,1,,,7.8,,,
MOV-000078,INGRESO-CAMARA-000004,2026-08-14T19:50:34.467289-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-VAI-000001,VAINILLA,1,,,7.8,,,
MOV-000079,INGRESO-CAMARA-000004,2026-08-14T19:50:34.467289-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-VAI-000002,VAINILLA,1,,,7.8,,,
MOV-000080,INGRESO-CAMARA-000004,2026-08-14T19:50:34.467289-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-VAI-000003,VAINILLA,1,,,7.8,,,
MOV-000081,INGRESO-CAMARA-000004,2026-08-14T19:50:34.467289-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-VAI-000004,VAINILLA,1,,,7.8,,,
MOV-000082,INGRESO-CAMARA-000005,2026-08-14T19:50:50.619069-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CRU-000001,CREMA_RUSA,1,,,7.8,,,
MOV-000083,INGRESO-CAMARA-000005,2026-08-14T19:50:50.619069-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CRU-000002,CREMA_RUSA,1,,,7.8,,,
MOV-000084,INGRESO-CAMARA-000005,2026-08-14T19:50:50.619069-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CRU-000003,CREMA_RUSA,1,,,7.8,,,
MOV-000085,INGRESO-CAMARA-000006,2026-08-14T19:51:24.158225-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FLN-000001,FLAN,1,,,7.8,,,
MOV-000086,INGRESO-CAMARA-000006,2026-08-14T19:51:24.158225-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FLN-000002,FLAN,1,,,7.8,,,
MOV-000087,INGRESO-CAMARA-000006,2026-08-14T19:51:24.158225-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FLN-000003,FLAN,1,,,7.8,,,
MOV-000088,INGRESO-CAMARA-000006,2026-08-14T19:51:24.158225-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FLN-000004,FLAN,1,,,7.8,,,
MOV-000089,INGRESO-CAMARA-000006,2026-08-14T19:51:24.158225-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FLN-000005,FLAN,1,,,7.8,,,
MOV-000090,INGRESO-CAMARA-000006,2026-08-14T19:51:24.158225-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FLN-000006,FLAN,1,,,7.8,,,
MOV-000091,INGRESO-CAMARA-000006,2026-08-14T19:51:24.158225-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FLN-000007,FLAN,1,,,7.8,,,
MOV-000092,INGRESO-CAMARA-000006,2026-08-14T19:51:24.158225-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FLN-000008,FLAN,1,,,7.8,,,
MOV-000093,INGRESO-CAMARA-000007,2026-08-14T19:51:43.203338-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-SAM-000001,SAMBAYON,1,,,7.8,,,
MOV-000094,INGRESO-CAMARA-000007,2026-08-14T19:51:43.203338-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-SAM-000002,SAMBAYON,1,,,7.8,,,
MOV-000095,INGRESO-CAMARA-000007,2026-08-14T19:51:43.203338-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-SAM-000003,SAMBAYON,1,,,7.8,,,
MOV-000096,INGRESO-CAMARA-000008,2026-08-14T19:52:29.846432-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAR-000001,GRIDO_MARROC,1,,,7.8,,,
MOV-000097,INGRESO-CAMARA-000008,2026-08-14T19:52:29.846432-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAR-000002,GRIDO_MARROC,1,,,7.8,,,
MOV-000098,INGRESO-CAMARA-000008,2026-08-14T19:52:29.846432-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAR-000003,GRIDO_MARROC,1,,,7.8,,,
MOV-000099,INGRESO-CAMARA-000008,2026-08-14T19:52:29.846432-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAR-000004,GRIDO_MARROC,1,,,7.8,,,
MOV-000100,INGRESO-CAMARA-000008,2026-08-14T19:52:29.846432-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAR-000005,GRIDO_MARROC,1,,,7.8,,,
MOV-000101,INGRESO-CAMARA-000008,2026-08-14T19:52:29.846432-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAR-000006,GRIDO_MARROC,1,,,7.8,,,
MOV-000102,INGRESO-CAMARA-000008,2026-08-14T19:52:29.846432-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAR-000007,GRIDO_MARROC,1,,,7.8,,,
MOV-000103,INGRESO-CAMARA-000009,2026-08-14T19:52:43.362581-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-TIR-000001,TIRAMISU,1,,,7.8,,,
MOV-000104,INGRESO-CAMARA-000009,2026-08-14T19:52:43.362581-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-TIR-000002,TIRAMISU,1,,,7.8,,,
MOV-000105,INGRESO-CAMARA-000009,2026-08-14T19:52:43.362581-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-TIR-000003,TIRAMISU,1,,,7.8,,,
MOV-000106,INGRESO-CAMARA-000010,2026-08-14T19:53:24.691538-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CAP-000001,CAPUCCINO_GRANIZADO,1,,,7.8,,,
MOV-000107,INGRESO-CAMARA-000010,2026-08-14T19:53:24.691538-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CAP-000002,CAPUCCINO_GRANIZADO,1,,,7.8,,,
MOV-000108,INGRESO-CAMARA-000011,2026-08-14T19:53:45.292838-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MEN-000001,MENTA_GRANIZADO,1,,,7.8,,,
MOV-000109,INGRESO-CAMARA-000011,2026-08-14T19:53:45.292838-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MEN-000002,MENTA_GRANIZADO,1,,,7.8,,,
MOV-000110,INGRESO-CAMARA-000011,2026-08-14T19:53:45.292838-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MEN-000003,MENTA_GRANIZADO,1,,,7.8,,,
MOV-000111,INGRESO-CAMARA-000012,2026-08-14T19:55:18.021930-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CER-000001,CEREZA,1,,,7.8,,,
MOV-000112,INGRESO-CAMARA-000012,2026-08-14T19:55:18.021930-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CER-000002,CEREZA,1,,,7.8,,,
MOV-000113,INGRESO-CAMARA-000012,2026-08-14T19:55:18.021930-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CER-000003,CEREZA,1,,,7.8,,,
MOV-000114,INGRESO-CAMARA-000013,2026-08-14T19:55:35.719543-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ANA-000001,ANANA,1,,,7.8,,,
MOV-000115,INGRESO-CAMARA-000013,2026-08-14T19:55:35.719543-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ANA-000002,ANANA,1,,,7.8,,,
MOV-000116,INGRESO-CAMARA-000013,2026-08-14T19:55:35.719543-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ANA-000003,ANANA,1,,,7.8,,,
MOV-000117,INGRESO-CAMARA-000014,2026-08-14T19:56:03.331625-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-QUI-000001,QUINOTO,1,,,7.8,,,
MOV-000118,INGRESO-CAMARA-000014,2026-08-14T19:56:03.331625-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-QUI-000002,QUINOTO,1,,,7.8,,,
MOV-000119,INGRESO-CAMARA-000014,2026-08-14T19:56:03.331625-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-QUI-000003,QUINOTO,1,,,7.8,,,
MOV-000120,INGRESO-CAMARA-000014,2026-08-14T19:56:03.331625-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-QUI-000004,QUINOTO,1,,,7.8,,,
MOV-000121,INGRESO-CAMARA-000015,2026-08-14T19:56:21.445818-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAS-000001,MASCARPONE,1,,,7.8,,,
MOV-000122,INGRESO-CAMARA-000015,2026-08-14T19:56:21.445818-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAS-000002,MASCARPONE,1,,,7.8,,,
MOV-000123,INGRESO-CAMARA-000015,2026-08-14T19:56:21.445818-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAS-000003,MASCARPONE,1,,,7.8,,,
MOV-000124,INGRESO-CAMARA-000015,2026-08-14T19:56:21.445818-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAS-000004,MASCARPONE,1,,,7.8,,,
MOV-000125,INGRESO-CAMARA-000015,2026-08-14T19:56:21.445818-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAS-000005,MASCARPONE,1,,,7.8,,,
MOV-000126,INGRESO-CAMARA-000015,2026-08-14T19:56:21.445818-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAS-000006,MASCARPONE,1,,,7.8,,,
MOV-000127,INGRESO-CAMARA-000015,2026-08-14T19:56:21.445818-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAS-000007,MASCARPONE,1,,,7.8,,,
MOV-000128,INGRESO-CAMARA-000016,2026-08-14T19:56:44.027029-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FAC-000001,FRUTILLA_A_LA_CREMA,1,,,7.8,,,
MOV-000129,INGRESO-CAMARA-000016,2026-08-14T19:56:44.027029-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FAC-000002,FRUTILLA_A_LA_CREMA,1,,,7.8,,,
MOV-000130,INGRESO-CAMARA-000016,2026-08-14T19:56:44.027029-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FAC-000003,FRUTILLA_A_LA_CREMA,1,,,7.8,,,
MOV-000131,INGRESO-CAMARA-000016,2026-08-14T19:56:44.027029-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FAC-000004,FRUTILLA_A_LA_CREMA,1,,,7.8,,,
MOV-000132,INGRESO-CAMARA-000016,2026-08-14T19:56:44.027029-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FAC-000005,FRUTILLA_A_LA_CREMA,1,,,7.8,,,
